id_client,age,sexe,revenu_mensuel,profession,nb_enfants,montant_pret_demande,duree_pret_mois,historique_remboursement,zone,statut_defaut
829,30,H,67993,Commerçant,1,297978,12,Mauvais,Semi-urbaine,1
830,24,H,112762,Commerçant,5,124058,6,Moyen,Urbaine,0
831,51,H,143254,Étudiant,4,151456,9,Mauvais,Semi-urbaine,1
832,24,H,137179,Commerçant,2,184362,3,Mauvais,Urbaine,1
833,24,H,124079,Étudiant,6,48221,9,Moyen,Urbaine,0
834,38,H,51165,Commerçant,0,198420,12,Bon,Semi-urbaine,1
835,39,F,195398,Commerçant,6,99182,12,Bon,Rurale,0
836,39,H,146427,Artisan,4,120447,9,Bon,Rurale,0
837,55,H,181524,Agriculteur,6,69899,6,Mauvais,Urbaine,1
838,44,F,93018,Retraité,2,86486,3,Bon,Semi-urbaine,0
839,27,H,155497,Agriculteur,1,257523,6,Moyen,Semi-urbaine,0
840,28,H,84697,Commerçant,1,32412,6,Bon,Semi-urbaine,1
841,63,F,193695,Commerçant,5,272171,12,Bon,Urbaine,1
842,46,H,157333,Agriculteur,0,131675,12,Bon,Rurale,1
843,61,F,77699,Artisan,4,251763,9,Bon,Rurale,0
844,59,H,138988,Retraité,5,76079,9,Mauvais,Urbaine,1
845,48,F,132271,Étudiant,3,290066,9,Mauvais,Rurale,1
846,33,H,125060,Agriculteur,6,159910,9,Mauvais,Rurale,1
847,35,F,63210,Commerçant,1,100916,12,Bon,Semi-urbaine,1
848,49,F,44343,Étudiant,5,277301,3,Bon,Semi-urbaine,1
849,61,H,180785,Commerçant,4,156608,6,Bon,Semi-urbaine,0
850,37,H,196622,Retraité,1,166058,12,Bon,Urbaine,1
851,32,F,84110,Agriculteur,6,50879,6,Mauvais,Semi-urbaine,1
852,34,H,34778,Étudiant,4,69407,12,Bon,Urbaine,0
853,42,F,145410,Étudiant,2,254276,9,Bon,Rurale,0
854,39,F,30965,Retraité,6,31736,9,Moyen,Rurale,1
855,40,F,155778,Retraité,2,111808,6,Bon,Semi-urbaine,0
856,24,H,82638,Salarié,2,273805,9,Bon,Urbaine,0
857,32,F,117706,Retraité,4,135138,12,Bon,Rurale,0
858,43,F,41266,Artisan,0,229345,3,Bon,Urbaine,1
859,38,H,67319,Artisan,4,270829,12,Mauvais,Urbaine,0
860,32,F,49257,Commerçant,0,44959,3,Mauvais,Rurale,1
861,41,H,86730,Artisan,4,67057,6,Moyen,Rurale,0
862,32,F,197164,Agriculteur,6,154552,9,Mauvais,Urbaine,0
863,59,F,113059,Étudiant,3,54333,3,Mauvais,Urbaine,1
864,53,H,93234,Artisan,5,292676,6,Bon,Rurale,0
865,20,H,148702,Agriculteur,3,80158,9,Moyen,Rurale,0
866,46,H,94830,Commerçant,2,226984,12,Bon,Urbaine,0
867,63,F,188280,Salarié,0,141246,6,Bon,Urbaine,0
868,43,F,47845,Artisan,0,221944,12,Moyen,Urbaine,0
869,61,F,83036,Agriculteur,4,162843,9,Moyen,Urbaine,1
870,42,H,121186,Retraité,4,169061,9,Bon,Rurale,0
871,63,F,96506,Commerçant,1,249668,3,Bon,Rurale,1
872,62,F,39255,Retraité,6,199632,3,Bon,Urbaine,1
873,22,H,41046,Agriculteur,5,127376,9,Moyen,Rurale,1
874,24,F,69663,Artisan,4,33831,9,Mauvais,Semi-urbaine,1
875,18,H,99761,Agriculteur,4,122597,12,Moyen,Semi-urbaine,1
876,30,H,126350,Artisan,4,220060,12,Moyen,Rurale,1
877,36,F,188279,Commerçant,5,54615,3,Moyen,Rurale,0
878,59,F,80248,Retraité,5,60126,12,Moyen,Semi-urbaine,1
879,61,F,160211,Agriculteur,2,203387,3,Moyen,Urbaine,0
880,44,F,102564,Salarié,4,75819,3,Mauvais,Urbaine,1
881,24,H,169353,Retraité,4,199767,6,Bon,Rurale,0
882,40,H,54541,Agriculteur,6,95241,3,Mauvais,Rurale,1
883,29,F,159908,Commerçant,4,131233,9,Bon,Semi-urbaine,0
884,33,H,130918,Étudiant,4,185192,9,Bon,Rurale,0
885,59,F,51262,Retraité,6,168526,9,Bon,Semi-urbaine,1
886,61,F,54114,Commerçant,5,280831,3,Bon,Semi-urbaine,0
887,61,H,178346,Salarié,3,57551,9,Mauvais,Urbaine,1
888,54,F,84933,Étudiant,2,139673,6,Mauvais,Urbaine,1
889,65,H,162061,Agriculteur,4,89139,12,Bon,Semi-urbaine,1
890,65,H,186964,Commerçant,5,187063,12,Bon,Urbaine,0
891,22,F,76995,Retraité,1,270870,12,Bon,Urbaine,1
892,31,F,79266,Commerçant,0,92745,12,Mauvais,Semi-urbaine,1
893,37,H,60451,Salarié,6,145262,3,Bon,Urbaine,0
894,26,H,146899,Salarié,1,116454,9,Mauvais,Urbaine,1
895,61,F,114074,Retraité,2,194621,3,Mauvais,Urbaine,0
896,43,F,67118,Étudiant,6,70380,6,Bon,Semi-urbaine,0
897,36,F,42999,Retraité,0,235944,12,Bon,Urbaine,1
898,24,H,59600,Étudiant,0,179563,3,Bon,Rurale,1
899,57,H,157947,Commerçant,6,77662,3,Mauvais,Urbaine,0
900,18,H,54839,Retraité,5,144230,6,Mauvais,Rurale,1
