id_client,age,sexe,revenu_mensuel,profession,nb_enfants,montant_pret_demande,duree_pret_mois,historique_remboursement,zone,statut_defaut
138,20,H,198178,Étudiant,0,195717,3,Bon,Rurale,0
139,47,H,117468,Retraité,1,279815,3,Moyen,Semi-urbaine,0
140,23,H,142127,Étudiant,2,266758,9,Mauvais,Semi-urbaine,1
141,58,H,65680,Salarié,0,125734,6,Bon,Semi-urbaine,0
142,44,H,111593,Artisan,0,118164,9,Mauvais,Urbaine,1
143,46,F,188372,Étudiant,6,164127,9,Moyen,Rurale,0
144,19,F,99245,Agriculteur,3,63603,9,Bon,Urbaine,0
145,29,F,191484,Retraité,5,37154,9,Bon,Semi-urbaine,0
146,62,F,154920,Commerçant,6,57118,12,Moyen,Rurale,0
147,51,H,50995,Salarié,2,81634,12,Mauvais,Urbaine,1
148,58,F,39647,Commerçant,3,207047,6,Mauvais,Semi-urbaine,0
149,29,H,197803,Retraité,1,202108,3,Bon,Semi-urbaine,0
150,20,H,92990,Retraité,2,202264,6,Mauvais,Rurale,0
151,44,F,125233,Étudiant,1,232642,3,Bon,Semi-urbaine,0
152,42,H,69027,Commerçant,0,199514,3,Bon,Urbaine,0
153,27,H,129581,Commerçant,3,258727,9,Moyen,Urbaine,0
154,31,F,49149,Agriculteur,3,213811,3,Bon,Rurale,0
155,42,H,133504,Agriculteur,5,282278,12,Mauvais,Urbaine,1
156,35,F,172171,Commerçant,4,278801,6,Bon,Semi-urbaine,0
157,43,H,170108,Commerçant,1,235746,3,Moyen,Semi-urbaine,1
158,43,F,57477,Retraité,3,272214,6,Bon,Rurale,1
159,55,F,162005,Commerçant,2,211099,6,Moyen,Rurale,0
160,21,H,97536,Agriculteur,5,200221,9,Bon,Urbaine,0
161,45,H,137622,Salarié,3,139143,9,Bon,Urbaine,0
162,28,H,142873,Étudiant,3,273017,3,Moyen,Semi-urbaine,0
163,45,H,74363,Agriculteur,1,116230,6,Bon,Urbaine,0
164,40,F,117863,Retraité,0,244364,9,Mauvais,Rurale,1
165,39,H,128602,Retraité,5,190034,6,Mauvais,Rurale,1
166,48,F,137505,Artisan,6,81229,6,Bon,Semi-urbaine,0
167,63,H,199700,Retraité,1,299196,3,Bon,Semi-urbaine,0
168,42,H,39442,Commerçant,0,219879,12,Bon,Semi-urbaine,1
169,55,F,157541,Agriculteur,1,70859,6,Bon,Semi-urbaine,0
170,51,F,189450,Retraité,1,259735,12,Bon,Semi-urbaine,0
171,42,H,145595,Étudiant,0,226633,3,Moyen,Rurale,0
172,50,F,40251,Artisan,4,83375,9,Mauvais,Rurale,1
173,43,F,99548,Agriculteur,1,221009,6,Bon,Semi-urbaine,0
174,27,F,48047,Commerçant,3,236173,12,Moyen,Rurale,1
175,25,F,66980,Salarié,6,79361,6,Moyen,Urbaine,0
176,26,H,31849,Commerçant,6,241997,12,Moyen,Urbaine,1
177,53,F,119927,Commerçant,5,32697,6,Bon,Rurale,0
178,18,F,123025,Étudiant,2,78059,3,Bon,Rurale,0
179,41,F,68135,Agriculteur,2,134496,12,Moyen,Rurale,0
180,57,H,61315,Artisan,2,292276,12,Bon,Semi-urbaine,1
181,40,F,102721,Salarié,3,178428,3,Bon,Rurale,0
182,27,F,93840,Retraité,1,207259,12,Bon,Semi-urbaine,1
183,42,F,164619,Artisan,4,145686,12,Moyen,Rurale,0
184,51,H,54089,Artisan,2,236710,6,Mauvais,Rurale,1
185,54,H,136562,Commerçant,2,135015,9,Bon,Urbaine,0
186,41,H,91271,Commerçant,0,230630,3,Bon,Semi-urbaine,0
187,30,H,152182,Agriculteur,6,30783,12,Bon,Urbaine,1
188,32,F,130120,Artisan,6,30193,12,Bon,Urbaine,1
189,35,H,182780,Salarié,5,222658,9,Moyen,Semi-urbaine,0
190,51,H,95986,Commerçant,5,84257,9,Bon,Urbaine,0
191,60,H,129328,Agriculteur,4,197529,6,Bon,Semi-urbaine,0
192,24,F,62649,Étudiant,3,276310,6,Bon,Rurale,0
193,34,F,50591,Étudiant,4,205947,6,Bon,Rurale,1
194,44,H,147178,Retraité,0,242263,12,Bon,Urbaine,0
195,48,H,89836,Artisan,2,218731,12,Moyen,Urbaine,1
196,51,H,79179,Salarié,4,94359,3,Bon,Urbaine,0
197,57,H,152840,Artisan,5,128373,12,Bon,Urbaine,1
198,39,H,115996,Agriculteur,4,257562,6,Moyen,Semi-urbaine,0
199,60,H,186778,Artisan,0,157385,12,Mauvais,Rurale,1
200,30,H,41414,Commerçant,1,157323,12,Mauvais,Semi-urbaine,0
