id_client,age,sexe,revenu_mensuel,profession,nb_enfants,montant_pret_demande,duree_pret_mois,historique_remboursement,zone,statut_defaut
549,22,F,199817,Étudiant,1,101012,9,Moyen,Urbaine,0
550,53,F,175573,Artisan,2,125052,3,Mauvais,Rurale,1
551,45,H,38588,Commerçant,1,251894,3,Bon,Rurale,1
552,31,H,100097,Commerçant,1,278586,3,Bon,Rurale,1
553,46,H,86895,Agriculteur,5,144770,3,Bon,Rurale,0
554,27,H,46178,Retraité,4,55136,3,Moyen,Rurale,1
555,34,H,159595,Salarié,6,82648,6,Bon,Semi-urbaine,0
556,51,H,170028,Retraité,4,140835,9,Moyen,Urbaine,0
557,22,H,104781,Artisan,3,296622,9,Moyen,Urbaine,0
558,43,H,78851,Commerçant,3,46269,9,Mauvais,Semi-urbaine,1
559,64,F,91850,Commerçant,0,47374,3,Bon,Rurale,0
560,65,H,104640,Salarié,3,60208,3,Bon,Rurale,0
561,55,H,65388,Étudiant,0,224145,9,Mauvais,Rurale,1
562,21,H,137132,Salarié,6,219954,9,Mauvais,Urbaine,0
563,39,H,83601,Commerçant,3,212046,3,Bon,Semi-urbaine,0
564,53,H,105080,Retraité,4,228666,3,Moyen,Urbaine,0
565,54,H,152453,Étudiant,0,262075,6,Bon,Semi-urbaine,0
566,63,H,141153,Retraité,5,85966,9,Bon,Rurale,0
567,41,F,131661,Retraité,4,177931,6,Moyen,Urbaine,0
568,31,H,80684,Commerçant,2,228030,3,Mauvais,Urbaine,1
569,53,H,125647,Agriculteur,1,217521,12,Bon,Rurale,1
570,36,F,142085,Retraité,1,266769,6,Moyen,Urbaine,0
571,58,F,113146,Commerçant,0,105958,9,Bon,Urbaine,0
572,36,F,191265,Commerçant,0,259592,6,Bon,Rurale,0
573,22,H,84279,Retraité,6,133748,9,Bon,Rurale,0
574,61,H,118881,Étudiant,0,210645,6,Bon,Semi-urbaine,0
575,53,H,149452,Artisan,4,194711,3,Bon,Urbaine,0
576,63,H,94879,Étudiant,0,87061,12,Bon,Urbaine,1
577,54,F,180092,Artisan,0,46559,6,Mauvais,Semi-urbaine,0
578,29,F,80088,Commerçant,4,53757,12,Mauvais,Rurale,0
579,59,F,118608,Étudiant,4,82099,6,Moyen,Semi-urbaine,0
580,20,F,157207,Artisan,2,252528,6,Moyen,Urbaine,0
581,65,F,130206,Artisan,1,42101,6,Mauvais,Rurale,1
582,62,H,107137,Étudiant,4,125265,12,Mauvais,Semi-urbaine,1
583,62,F,130546,Agriculteur,0,223790,12,Bon,Semi-urbaine,1
584,44,F,57376,Salarié,3,217375,9,Mauvais,Rurale,1
585,44,F,31854,Agriculteur,3,222391,6,Bon,Urbaine,1
586,44,H,183742,Artisan,1,249843,9,Bon,Urbaine,0
587,22,H,109109,Commerçant,1,113832,6,Moyen,Rurale,0
588,36,H,93018,Retraité,4,289056,3,Moyen,Rurale,0
589,22,H,110646,Artisan,5,170343,6,Moyen,Semi-urbaine,1
590,58,F,109948,Agriculteur,1,199690,12,Mauvais,Rurale,1
591,48,F,76523,Étudiant,3,139736,9,Moyen,Semi-urbaine,1
592,45,F,46169,Salarié,6,287635,9,Moyen,Rurale,1
593,59,F,47657,Commerçant,6,178519,9,Moyen,Rurale,1
594,59,F,59230,Salarié,5,264304,12,Moyen,Rurale,1
595,58,H,122887,Commerçant,4,276595,12,Bon,Semi-urbaine,0
596,37,H,188613,Étudiant,1,90177,12,Bon,Urbaine,0
597,39,H,148364,Retraité,5,108315,3,Moyen,Semi-urbaine,0
598,34,F,101403,Étudiant,5,146952,9,Bon,Urbaine,1
599,65,H,93915,Salarié,6,211136,6,Mauvais,Semi-urbaine,1
600,22,F,80760,Agriculteur,6,139367,12,Mauvais,Rurale,1
