id_client,age,sexe,revenu_mensuel,profession,nb_enfants,montant_pret_demande,duree_pret_mois,historique_remboursement,zone,statut_defaut
964,39,F,32748,Commerçant,1,222423,9,Mauvais,Urbaine,1
965,22,F,185860,Salarié,1,271633,3,Mauvais,Semi-urbaine,1
966,65,F,64702,Retraité,3,228467,12,Moyen,Semi-urbaine,1
967,59,F,85683,Artisan,2,42732,12,Mauvais,Rurale,0
968,36,F,85917,Commerçant,1,96566,12,Bon,Semi-urbaine,1
969,39,F,116669,Retraité,3,85596,3,Moyen,Urbaine,0
970,35,F,181604,Agriculteur,3,145593,3,Moyen,Semi-urbaine,0
971,55,H,133846,Salarié,5,226479,12,Bon,Rurale,1
972,55,H,176933,Artisan,2,165537,9,Mauvais,Semi-urbaine,0
973,33,H,55811,Artisan,5,116209,3,Moyen,Urbaine,1
974,65,H,110004,Agriculteur,1,73594,9,Bon,Urbaine,0
975,38,H,40267,Salarié,0,83283,12,Bon,Rurale,1
976,35,H,93442,Retraité,2,132468,3,Moyen,Semi-urbaine,0
977,60,H,162350,Commerçant,0,69174,6,Moyen,Rurale,0
978,53,H,135884,Agriculteur,4,272410,6,Mauvais,Rurale,1
979,22,F,37219,Artisan,3,71013,3,Moyen,Semi-urbaine,1
980,25,H,145206,Agriculteur,5,48136,3,Bon,Rurale,0
981,41,F,160311,Étudiant,0,61438,6,Bon,Urbaine,0
982,49,F,171698,Agriculteur,4,38538,6,Moyen,Semi-urbaine,0
983,43,H,62578,Étudiant,4,150634,6,Moyen,Urbaine,0
984,23,H,190672,Salarié,1,221291,3,Bon,Rurale,0
985,21,F,56501,Étudiant,1,201909,12,Bon,Urbaine,1
986,59,F,65424,Commerçant,5,119819,9,Bon,Rurale,0
987,55,F,105405,Retraité,2,38917,12,Mauvais,Urbaine,1
988,30,H,158360,Salarié,5,279094,3,Bon,Semi-urbaine,0
989,56,H,132001,Agriculteur,5,232069,3,Bon,Rurale,0
990,36,H,176800,Agriculteur,4,268713,12,Bon,Urbaine,1
991,23,H,142267,Salarié,2,291234,12,Mauvais,Rurale,1
992,48,F,95222,Commerçant,0,177746,9,Moyen,Rurale,0
993,49,H,191231,Étudiant,1,47536,3,Bon,Urbaine,0
994,37,H,131303,Artisan,2,63414,3,Bon,Semi-urbaine,0
995,63,F,70227,Agriculteur,1,154704,9,Moyen,Urbaine,1
996,32,F,47515,Commerçant,3,98196,9,Mauvais,Rurale,1
997,59,F,151774,Agriculteur,4,33953,6,Mauvais,Rurale,0
998,59,H,102734,Étudiant,6,90873,9,Mauvais,Semi-urbaine,1
999,30,F,95499,Commerçant,6,243940,3,Bon,Rurale,0
1000,61,H,63601,Étudiant,0,156768,3,Bon,Urbaine,0
