id_client,age,sexe,revenu_mensuel,profession,nb_enfants,montant_pret_demande,duree_pret_mois,historique_remboursement,zone,statut_defaut
266,33,F,149415,Agriculteur,4,207067,6,Bon,Urbaine,0
267,34,H,170646,Retraité,5,90156,12,Bon,Semi-urbaine,0
268,40,H,53277,Étudiant,3,140252,9,Bon,Semi-urbaine,0
269,44,F,35436,Commerçant,1,133285,6,Mauvais,Rurale,0
270,50,F,157517,Artisan,6,194721,12,Bon,Urbaine,1
271,39,H,99763,Étudiant,5,259702,9,Moyen,Rurale,1
272,48,F,87772,Retraité,0,72036,3,Moyen,Urbaine,1
273,55,F,186400,Commerçant,4,153168,3,Bon,Urbaine,0
274,64,F,53980,Étudiant,6,235203,6,Moyen,Semi-urbaine,1
275,57,H,102803,Salarié,1,126313,6,Bon,Urbaine,0
276,37,H,191535,Salarié,1,71123,6,Mauvais,Semi-urbaine,1
277,29,H,184347,Commerçant,2,281523,6,Moyen,Semi-urbaine,0
278,64,F,187057,Retraité,1,32134,6,Mauvais,Semi-urbaine,1
279,18,F,63333,Agriculteur,3,51529,9,Mauvais,Semi-urbaine,0
280,38,F,90671,Retraité,5,174358,6,Bon,Rurale,0
281,52,F,87113,Salarié,4,235765,3,Bon,Urbaine,1
282,59,H,165504,Agriculteur,5,271600,6,Bon,Semi-urbaine,0
283,29,H,99484,Artisan,2,227220,3,Bon,Rurale,0
284,42,H,171842,Étudiant,1,48237,9,Moyen,Semi-urbaine,0
285,44,H,152869,Agriculteur,3,75993,3,Moyen,Urbaine,0
286,47,H,38462,Agriculteur,1,156201,3,Moyen,Rurale,0
287,53,H,167792,Agriculteur,1,287837,3,Bon,Urbaine,0
288,56,H,174241,Étudiant,4,256301,12,Mauvais,Rurale,1
289,48,H,121958,Salarié,6,137954,3,Mauvais,Rurale,0
290,61,H,31839,Agriculteur,1,267891,12,Bon,Rurale,1
291,36,F,116257,Retraité,5,185954,3,Moyen,Rurale,0
292,57,H,90318,Agriculteur,3,155866,3,Bon,Urbaine,0
293,58,F,68165,Commerçant,4,198541,9,Moyen,Urbaine,0
294,30,H,107383,Étudiant,5,252216,12,Bon,Urbaine,1
295,36,H,168075,Agriculteur,6,286523,9,Bon,Urbaine,1
296,45,F,85469,Commerçant,1,103031,12,Mauvais,Semi-urbaine,1
297,29,H,108349,Artisan,4,74712,9,Moyen,Urbaine,0
298,33,H,37892,Retraité,5,75228,12,Mauvais,Semi-urbaine,1
299,62,F,72591,Agriculteur,5,93948,6,Mauvais,Semi-urbaine,1
300,33,H,89368,Agriculteur,5,105632,6,Mauvais,Semi-urbaine,1
