id_client,age,sexe,revenu_mensuel,profession,nb_enfants,montant_pret_demande,duree_pret_mois,historique_remboursement,zone,statut_defaut
667,27,H,104047,Artisan,4,90798,6,Moyen,Semi-urbaine,0
668,50,F,137562,Étudiant,2,65448,9,Bon,Urbaine,0
669,60,F,102484,Agriculteur,6,155502,6,Bon,Semi-urbaine,0
670,33,H,164871,Retraité,1,286217,9,Bon,Rurale,0
671,46,F,109184,Agriculteur,0,272591,12,Moyen,Semi-urbaine,0
672,23,H,69467,Retraité,6,148761,12,Moyen,Urbaine,1
673,51,F,63942,Commerçant,1,127918,6,Moyen,Rurale,0
674,48,F,116300,Étudiant,2,199375,3,Bon,Rurale,1
675,62,F,192006,Retraité,2,213783,12,Bon,Semi-urbaine,0
676,19,H,169655,Étudiant,2,156897,3,Bon,Urbaine,0
677,45,F,106273,Salarié,3,61127,6,Bon,Rurale,0
678,38,H,51560,Commerçant,0,194210,6,Moyen,Rurale,1
679,34,H,165263,Salarié,4,142601,6,Bon,Rurale,1
680,63,H,51171,Salarié,5,226890,9,Moyen,Rurale,1
681,45,F,199736,Agriculteur,5,39123,12,Bon,Urbaine,1
682,32,H,156726,Salarié,4,54260,12,Mauvais,Rurale,1
683,59,F,52450,Étudiant,6,154660,12,Moyen,Semi-urbaine,1
684,53,H,41546,Commerçant,2,240458,6,Bon,Urbaine,1
685,57,F,186086,Étudiant,6,121804,6,Moyen,Semi-urbaine,0
686,24,H,92491,Étudiant,0,63336,3,Bon,Urbaine,0
687,44,F,51491,Salarié,4,76188,9,Moyen,Rurale,0
688,38,H,49615,Commerçant,2,186097,3,Mauvais,Urbaine,0
689,40,F,74976,Artisan,5,253344,6,Moyen,Semi-urbaine,0
690,25,F,71689,Artisan,4,267910,6,Moyen,Semi-urbaine,1
691,24,H,156074,Agriculteur,1,202103,3,Bon,Semi-urbaine,0
692,26,F,116824,Artisan,0,235753,3,Moyen,Semi-urbaine,1
693,37,F,189394,Salarié,3,191022,3,Mauvais,Rurale,1
694,25,H,85081,Salarié,1,92742,6,Mauvais,Urbaine,1
695,45,F,151215,Retraité,3,249360,6,Bon,Urbaine,0
696,41,H,110611,Agriculteur,0,258134,12,Moyen,Urbaine,0
697,23,H,45503,Salarié,0,97851,3,Moyen,Urbaine,1
698,25,H,128853,Étudiant,2,45943,12,Bon,Semi-urbaine,1
699,50,H,91152,Agriculteur,0,259428,9,Mauvais,Semi-urbaine,1
700,29,F,112682,Commerçant,1,92577,6,Bon,Urbaine,0
